ref_hash,obj
2632643604187675739_sc,248290.05034051483
2632643604187675739_st,75804.87709322057
2632650294219646745_sc,246148.97366152672
2632650294219646745_st,158539.31413702335
2633362662420692122_sc,249733.73738679156
2633362662420692122_st,82997.56611446704
2633593905998472161_sc,251554.79331571993
2633593905998472161_st,237266.826708176
2636647041713430800_sc,147800.8511003887
2636647041713430800_st,73104.72672301096
2636872394397612556_sc,246148.97366152672
2636872394397612556_st,237142.19330298825
2639328235490886384_sc,219801.75631338032
2639328235490886384_st,94827.64356415636
2639616708156699987_sc,254082.8025428858
2639616708156699987_st,70233.2651936194
2641172405850214118_sc,249616.48542224476
2641172405850214118_st,120394.40532407047
2649253494066590734_sc,102195.1206999226
2649253494066590734_st,35571.674871010015
2651952410150960149_sc,249301.1748867916
2651952410150960149_st,24385.80252630241
2654186455818940499_sc,142196.56513876253
2654186455818940499_st,73817.418475754
2654761384779079312_sc,256772.63406713508
2654761384779079312_st,76221.68103634432
2656336065440531305_sc,256682.94497099286
2656336065440531305_st,90820.8817678799
2656395677549489294_sc,171124.25742173233
2656395677549489294_st,94092.95108537946
2663643900293507912_sc,256944.6448265857
2663643900293507912_st,93753.11569694443
2666756337033498062_sc,221084.84961379087
2666756337033498062_st,85055.11756290462
2669079432757159749_sc,151884.21812720312
2669079432757159749_st,68576.15631302608
2671675000143865054_sc,249616.48542224476
2671675000143865054_st,70457.54468339906
2673799493440630713_sc,247618.64088891592
2673799493440630713_st,36436.78451698914
2674361760069302541_sc,76812.98668770916
2674361760069302541_st,92693.90690936861
2674925825001909039_sc,150670.94517522413
2674925825001909039_st,64975.84193297653
2676285936607731794_sc,255075.74722656238
2676285936607731794_st,34046.13405854412
2677645807717907925_sc,256021.17454709802
2677645807717907925_st,89010.54540458781
2682114559925090573_sc,246148.97366152672
2682114559925090573_st,237142.19330298825
2682255369279285201_sc,140440.58998227748
2682255369279285201_st,99317.51310422573
2688614241602423846_sc,255746.22197033578
2688614241602423846_st,31443.871903447627
2689962419730481331_sc,253974.58334017036
2689962419730481331_st,82439.7351452651
2696553387054291934_sc,142346.36473074518
2696553387054291934_st,81980.80403821409
270285562542899857_sc,193193.55943926045
270285562542899857_st,97584.05669074302
2704343257649340363_sc,256142.17860285725
2704343257649340363_st,77212.2020442832
2705731221448729969_sc,246148.97366152672
2705731221448729969_st,237142.19330298825
2706349094921834169_sc,238924.7408002643
2706349094921834169_st,80883.2734017204
2706468482625784455_sc,249688.7330473969
2706468482625784455_st,102353.25385285408
2708833383540113705_sc,253023.21378136458
2708833383540113705_st,86689.24587168924
2708928415050898950_sc,257405.76696976376
2708928415050898950_st,124138.56173477913
2708956894345852348_sc,255013.2756966074
2708956894345852348_st,246229.76661333634
2711876066722509112_sc,256690.8515145031
2711876066722509112_st,115555.31483835338
2714305773323316946_sc,241610.96801255993
2714305773323316946_st,123473.71316086482
27166025806569497_sc,159564.23160567574
27166025806569497_st,159358.2950879737
2716669186132617769_sc,246148.97366152672
2716669186132617769_st,237142.19330298825
2718523668801703038_sc,246148.97366152672
2718523668801703038_st,237142.19330298825
2719124877868397669_sc,146044.56661219176
2719124877868397669_st,237142.19330298825
2721362567675594310_sc,70641.30257055891
2721362567675594310_st,238774.36874116538
272541166462578165_sc,249616.48542224476
272541166462578165_st,95016.43820193656
2728506866845210190_sc,147384.95148380715
2728506866845210190_st,34744.05542952445
2729093921219703785_sc,246600.66345034377
2729093921219703785_st,76338.51031780882
2730159504317943083_sc,246148.97366152672
2730159504317943083_st,237142.19330298825
2735554048862674201_sc,249388.28452938763
2735554048862674201_st,90192.89004209588
2736522429783924035_sc,250079.2338664116
2736522429783924035_st,150264.08028695127
2736668956288092933_sc,251751.43718614266
2736668956288092933_st,86547.07276313662
2739684169027985744_sc,144119.12683739292
2739684169027985744_st,156829.02327725603
2740863942198582707_sc,249616.48542224476
2740863942198582707_st,101986.40247421333
2741925699295683882_sc,145899.77486710757
2741925699295683882_st,73426.69629537937
2743637704467784998_sc,63824.91159077913
2743637704467784998_st,43704.12154421914
2746889534286802304_sc,151803.4476286356
2746889534286802304_st,237321.9959345672
274695744481117818_sc,256877.10724198626
274695744481117818_st,62926.064400783456
2748070125705997491_sc,250836.88565212587
2748070125705997491_st,160343.9709985067
2750995589356373748_sc,176810.47094395474
2750995589356373748_st,118692.4860794152
2754748478218546062_sc,113388.75534819676
2754748478218546062_st,76440.06108543059
2755075493912440881_sc,248802.95485423255
2755075493912440881_st,82556.92557545577
2763720047331310169_sc,145574.52040282186
2763720047331310169_st,73771.82581840569
2766862274395107432_sc,249616.48542224476
2766862274395107432_st,63906.1959917256
2767931153245300732_sc,142251.97361826387
2767931153245300732_st,87610.96519512279
2771300262432026910_sc,249388.28452938763
2771300262432026910_st,96887.6405500392
2772129680807685765_sc,148565.2232427669
2772129680807685765_st,155167.8695519148
2772851852812186289_sc,246148.97366152672
2772851852812186289_st,237142.19330298825
2775647880152437385_sc,140587.11460470327
2775647880152437385_st,237142.19330298825
277720213692756024_sc,246148.97366152672
277720213692756024_st,237142.19330298825
2787751402700904178_sc,249574.1839402541
2787751402700904178_st,96453.21773895557
2789880617034718154_sc,246335.2869540509
2789880617034718154_st,68995.29310969217
2792972516924818188_sc,221663.40366023124
2792972516924818188_st,36674.33148906042
2798979606625786307_sc,249616.48542224476
2798979606625786307_st,72548.22795656358
2799630459422003327_sc,249733.73738679156
2799630459422003327_st,77963.2488812477
2803725878357284410_sc,249616.48542224476
2803725878357284410_st,75700.42408533102
2809575926074600193_sc,248925.3813059653
2809575926074600193_st,78706.14436427572
281141536169719364_sc,243438.2768035384
281141536169719364_st,28847.156890770122
2811739917472243949_sc,146511.3348347463
2811739917472243949_st,237142.19330298825
2813524244163167037_sc,227247.2649390991
2813524244163167037_st,106362.93624200676
2818875365781018212_sc,255153.50008897958
2818875365781018212_st,239442.15009671904
2822304187116884215_sc,249026.87487713282
2822304187116884215_st,97074.29934192199
2822715040264134719_sc,249335.18580159268
2822715040264134719_st,77499.89950415933
2823415913940346130_sc,246148.97366152672
2823415913940346130_st,237142.19330298825
2823877798610043622_sc,146123.77481217476
2823877798610043622_st,44589.65759233802
2828955475784879178_sc,101014.45432970667
2828955475784879178_st,33606.62715177108
283333275088814139_sc,249616.48542224476
283333275088814139_st,121029.60506322773
283679910598370108_sc,91477.49571458106
283679910598370108_st,79573.56441984026
2837828059786070899_sc,249388.28452938763
2837828059786070899_st,51656.89591936375
2841970247099041725_sc,251862.79531339713
2841970247099041725_st,237370.9870204676
2845688463941585151_sc,249758.30861143806
2845688463941585151_st,137802.10564242088
2848700044500530120_sc,249388.28452938763
2848700044500530120_st,78739.56632752756
2849184271263110686_sc,111704.11963509534
2849184271263110686_st,77744.13771317062
2855032838593075968_sc,246148.97366152672
2855032838593075968_st,237142.19330298825
2859254444867879820_sc,150442.74428236697
2859254444867879820_st,89394.01668683272
2859383778838750439_sc,246148.97366152672
2859383778838750439_st,237142.19330298825
2860629413100415416_sc,249733.73738679156
2860629413100415416_st,74450.40669156413
2862260576426339952_sc,96200.74673164549
2862260576426339952_st,62119.57172901111
28626901849894735_sc,91312.37579999505
28626901849894735_st,41978.327865899766
2863160690040044042_sc,252581.2858531438
2863160690040044042_st,32195.06670769213
2865772247077428106_sc,226655.0767844984
2865772247077428106_st,150690.55892125258
2869882857105483040_sc,250345.16957130365
2869882857105483040_st,43811.767766857454
2873096830911028087_sc,246345.61753194948
2873096830911028087_st,95224.96109570705
2875530641131267393_sc,249255.07576998998
2875530641131267393_st,86394.38997685902
287615195136530286_sc,249255.07576998998
287615195136530286_st,102717.95469460807
2880500903919276580_sc,248290.05034051483
2880500903919276580_st,52313.54301138834
2883611523480447121_sc,249255.07576998998
2883611523480447121_st,102272.94935790966
2884092902426316552_sc,248651.4599927696
2884092902426316552_st,79971.97939779033
2884793578072720724_sc,89297.90583550309
2884793578072720724_st,158719.11676860228
2886487858517742395_sc,64079.34203892034
2886487858517742395_st,157392.99452786695
289020675873427751_sc,36649.54018760283
289020675873427751_st,95468.69178859613
2890480819299313133_sc,140690.35021437352
2890480819299313133_st,54021.12386396432
2890660588205739801_sc,19124.916438589957
2890660588205739801_st,27281.59799642225
2893933521113190902_sc,249636.60208681834
2893933521113190902_st,33512.4452295206
2898200741176317446_sc,246148.97366152672
2898200741176317446_st,237142.19330298825
2898811733055925645_sc,249388.28452938763
2898811733055925645_st,91330.74092479364
2899231612307685188_sc,248290.05034051483
2899231612307685188_st,17154.38519955045
2899576836320123247_sc,166959.93302277144
2899576836320123247_st,98238.53670976203
2901287113933569945_sc,246301.53469823665
2901287113933569945_st,24070.873986096994
2901526886630379527_sc,178293.04898914997
2901526886630379527_st,93278.9337298213
290180300665805166_sc,251731.64454096273
290180300665805166_st,94261.57039215691
2907240270972861658_sc,63459.66259038274
2907240270972861658_st,29953.988754724778
2908524861116015677_sc,144131.86204184653
2908524861116015677_st,133563.07532060318
2909505584800864894_sc,249616.48542224476
2909505584800864894_st,67059.84235217732
2911011842663032458_sc,249255.07576998998
2911011842663032458_st,99989.91481843598
2911416249252691852_sc,139504.81034784846
2911416249252691852_st,49285.00105840291
2919879188565780428_sc,144674.5794000948
2919879188565780428_st,72971.31183814253
2920675133233777050_sc,249616.48542224476
2920675133233777050_st,81162.7881830253
2924292120951521515_sc,246148.97366152672
2924292120951521515_st,237142.19330298825
2925153242674757009_sc,222431.26732879493
2925153242674757009_st,86044.59890265626
29251870622657917_sc,211561.6855262659
29251870622657917_st,81508.17281856136
2926367759133537013_sc,187969.1020902998
2926367759133537013_st,75986.82167511428
2926817776558931759_sc,150943.91199921758
2926817776558931759_st,90304.18107837101
2929975781933236833_sc,254110.05187323157
2929975781933236833_st,152119.22257256837
2930369440237555170_sc,249616.48542224476
2930369440237555170_st,58911.61368323779
2932559844089981857_sc,255344.32027733893
2932559844089981857_st,88835.60229833299
2940988728516669942_sc,139614.40211126173
2940988728516669942_st,237722.08062783952
2942104936792301055_sc,249255.07576998998
2942104936792301055_st,125539.69112657086
2942429951308274606_sc,256429.1516589103
2942429951308274606_st,46183.92309730982
2946869342551701908_sc,246251.11614399147
2946869342551701908_st,37791.91577199956
2948175442350308623_sc,64208.03802405291
2948175442350308623_st,153974.14279937602
2948245420510392881_sc,96306.36189307712
2948245420510392881_st,236882.69841870232
2956299000597738624_sc,245486.4638253621
2956299000597738624_st,55956.16840804394
2959342714567347513_sc,254647.23500794155
2959342714567347513_st,83987.3996189493
2960818407434292076_sc,246148.97366152672
2960818407434292076_st,154169.88889841895
296262312810567780_sc,107460.00901136361
296262312810567780_st,93731.86612041436
2963306442961305729_sc,249574.1839402541
2963306442961305729_st,75773.79889146077
2969829801803221879_sc,249255.07576998998
2969829801803221879_st,47193.36881367212
2970307141191578437_sc,246148.97366152672
2970307141191578437_st,237142.19330298825
2973078194781067022_sc,-8747.239827015585
2973078194781067022_st,32969.39997674828
2973261426273296254_sc,112701.81176307038
2973261426273296254_st,37378.09761771358
2979425415631390179_sc,142035.1066832406
2979425415631390179_st,156106.11833095874
2980297490839241931_sc,254093.5142784995
2980297490839241931_st,93851.95316780762
2980299303280019342_sc,246148.97366152672
2980299303280019342_st,158539.31413702335
2982951064481182630_sc,255330.95047179342
2982951064481182630_st,43547.731459718874
2984557519692246100_sc,214415.29688968047
2984557519692246100_st,105504.23909399557
2988350096541962664_sc,253086.1413395133
2988350096541962664_st,146814.52183378206
2989477614646271174_sc,202631.84169948217
2989477614646271174_st,43126.96409744822
2990586604853237710_sc,121377.99019921335
2990586604853237710_st,22032.415338434228
2991676661484396895_sc,254745.9012009795
2991676661484396895_st,32258.957388289
2993532939881645049_sc,246148.97366152672
2993532939881645049_st,237142.19330298825
299735009220268211_sc,11805.747434817147
299735009220268211_st,91652.86183165436
2999364724812332308_sc,128499.47641236978
2999364724812332308_st,8590.843710535608
2999739104586079311_sc,246600.66345034377
2999739104586079311_st,71819.39474824101
3000743843873336193_sc,246148.97366152672
3000743843873336193_st,237142.19330298825
3004337281488491862_sc,253568.2393355642
3004337281488491862_st,89272.12292773923
3005239600372026578_sc,254881.14014719764
3005239600372026578_st,106546.89630537257
3007847273422678516_sc,248290.05034051483
3007847273422678516_st,87241.8093662235
3008375976504780923_sc,248903.9620638823
3008375976504780923_st,74055.89701355845
3011391601857429129_sc,246148.97366152672
3011391601857429129_st,237142.19330298825
3013452407777234385_sc,118498.87705723054
3013452407777234385_st,76281.93084431297
3014051788181914368_sc,249616.48542224476
3014051788181914368_st,92341.74474189458
3015728650082320700_sc,149085.77948921587
3015728650082320700_st,90495.49353675648
301706380030517873_sc,145365.3877511107
301706380030517873_st,141382.05502824986
3018757646247120874_sc,97906.12585162016
3018757646247120874_st,32870.80827164135
3019228335165375911_sc,154070.41388389407
3019228335165375911_st,150409.0928492429
302262623587675068_sc,246600.66345034377
302262623587675068_st,94593.19319541755
3022980063711653653_sc,249616.48542224476
3022980063711653653_st,74145.04047741916
3023178998733156546_sc,144915.36752129125
3023178998733156546_st,99484.99498655631
3023336761160658896_sc,253926.2955284995
3023336761160658896_st,73487.58776360337
3026721207081386334_sc,246148.97366152672
3026721207081386334_st,237142.19330298825
30270352558265984_sc,227682.45933328228
30270352558265984_st,239442.15009671904
3027376511892879183_sc,76950.21603709119
3027376511892879183_st,61804.77868793934
3030112829082880414_sc,254164.61244505137
3030112829082880414_st,33068.15387302
303092259385840804_sc,40118.83395818231
303092259385840804_st,43746.421347015916
3031905217641816121_sc,246148.97366152672
3031905217641816121_st,104060.2143616524
3032528019974782509_sc,246148.97366152672
3032528019974782509_st,237142.19330298825
3035437609466407299_sc,249388.28452938763
3035437609466407299_st,96342.74712152724
3036512749306595568_sc,102471.67656880307
3036512749306595568_st,54542.07904030896
3037779164352160462_sc,253087.79871647875
3037779164352160462_st,79267.31290979232
304277375782965945_sc,246148.97366152672
304277375782965945_st,96563.95809458035
3045823009447156201_sc,252525.74952313877
3045823009447156201_st,237722.08062783952
3047046662433111751_sc,150357.4807137785
3047046662433111751_st,41310.61498721577
3049935761390465502_sc,246148.97366152672
3049935761390465502_st,237142.19330298825
3052328911073309672_sc,246600.66345034377
3052328911073309672_st,72280.67529870982
3053424549814493729_sc,249255.07576998998
3053424549814493729_st,71945.78153420067
3056028901449660589_sc,247767.31335332885
3056028901449660589_st,70442.04411375891
3056496193309180369_sc,245486.4638253621
3056496193309180369_st,57967.23294672361
3057201193707403038_sc,249026.87487713282
3057201193707403038_st,82626.23234800709
3057298069512174447_sc,249026.87487713282
3057298069512174447_st,51502.67412015655
3057683843871869599_sc,254483.99924812536
3057683843871869599_st,84077.80123462463
3059152842336328486_sc,251862.79531339713
3059152842336328486_st,238971.7596892737
3059733705055216822_sc,141133.35308254958
3059733705055216822_st,63399.48455031115
3059807483647270115_sc,248865.37300079686
3059807483647270115_st,78607.79901249631
3060990697035096831_sc,249255.07576998998
3060990697035096831_st,45720.89223955084
3061437839397530213_sc,258104.1626837286
3061437839397530213_st,118887.86848073099
306201549474470208_sc,249574.1839402541
306201549474470208_st,63539.306405939344
3062561641088484750_sc,249616.48542224476
3062561641088484750_st,97439.19358917991
306267453945591221_sc,249255.07576998998
306267453945591221_st,49808.379148682
306295876498399040_sc,89756.7958603722
306295876498399040_st,78634.17082031707
3064382065216586043_sc,248903.9620638823
3064382065216586043_st,79510.19081616061
3065152690537683419_sc,115160.22301190345
3065152690537683419_st,237722.08062783952
3065749611935866818_sc,257477.50481865037
3065749611935866818_st,35317.8789965938
3068355549743843406_sc,256003.61068437426
3068355549743843406_st,239442.15009671904
3069271271511229730_sc,144955.0576836203
3069271271511229730_st,43695.525097259226
3069324546630310450_sc,245919.1652511343
3069324546630310450_st,34349.09785489608
3070096496357849496_sc,251519.82560298423
3070096496357849496_st,145762.7339364128
3072781577330789277_sc,249733.73738679156
3072781577330789277_st,84362.93914503303
3073239788968846298_sc,246148.97366152672
3073239788968846298_st,237142.19330298825
3074723869085034559_sc,253810.71740065093
3074723869085034559_st,65524.38827776253
3075197052326157036_sc,245919.1652511343
3075197052326157036_st,34349.09785489608
3076081998698886832_sc,258002.5552045824
3076081998698886832_st,93700.09118349935
3077204395988907580_sc,256002.25963880622
3077204395988907580_st,65538.75564780431
3079760554114300565_sc,181858.61154390883
3079760554114300565_st,240158.6332556329
3082449889489499456_sc,249616.48542224476
3082449889489499456_st,75235.91576759794
3083028284057482793_sc,257829.59476858284
3083028284057482793_st,37253.01455583051
3083541535124690446_sc,257023.6671480143
3083541535124690446_st,72839.84361726313
3086587346716204414_sc,251232.8074076275
3086587346716204414_st,241676.3911994185
308944419142764899_sc,203511.17283913208
308944419142764899_st,239756.9773993506
3090487566115573391_sc,241585.63437503797
3090487566115573391_st,93020.70366113541
3090902395165103628_sc,246148.97366152672
3090902395165103628_st,96189.4203884702
3091270038256839685_sc,246148.97366152672
3091270038256839685_st,237142.19330298825
3092196095422060211_sc,246148.97366152672
3092196095422060211_st,237142.19330298825
3093774065692231498_sc,191389.8037496314
3093774065692231498_st,75061.40128307418
3099336173836940681_sc,248290.05034051483
3099336173836940681_st,87280.56471323942
3100370478761185431_sc,246904.9150009655
3100370478761185431_st,73473.37946224913
3101303875496378603_sc,76984.93761376168
3101303875496378603_st,32819.45010814081
3101965660470407077_sc,246148.97366152672
3101965660470407077_st,237142.19330298825
310321962709894700_sc,246148.97366152672
310321962709894700_st,237142.19330298825
3105234994427757369_sc,143797.14209634956
3105234994427757369_st,45326.49613869185
3111272663202932677_sc,254277.6448268905
3111272663202932677_st,148370.80362280336
3112451874033008219_sc,153855.3207708927
3112451874033008219_st,76686.18019937171
3115871745338606700_sc,76735.9855405556
3115871745338606700_st,66434.27315204986
3121311586959732644_sc,251865.32826939167
3121311586959732644_st,79019.51073688704
3122401001894281625_sc,69202.74974213455
3122401001894281625_st,82118.025326898
312639690284977170_sc,140898.2975539093
312639690284977170_st,237142.19330298825
3128145151603245248_sc,206717.66483572044
3128145151603245248_st,241686.14096929168
3129323880892009293_sc,140012.83056811406
3129323880892009293_st,27278.35402670624
3134837353987943942_sc,118197.07537108714
3134837353987943942_st,96882.19472603717
3139981846352991435_sc,247395.6991729094
3139981846352991435_st,28457.792651161733
3140323035840550562_sc,252734.55484307194
3140323035840550562_st,44895.742182069705
314298725829269771_sc,119316.85396060604
314298725829269771_st,69228.35476259475
3143211942143826950_sc,252786.21156772936
3143211942143826950_st,82289.69102115689
3144213149273258171_sc,247266.32465322033
3144213149273258171_st,71257.30083278334
314715295764604476_sc,39429.51874254817
314715295764604476_st,238971.7596892737
3147857495006591365_sc,255151.4928458255
3147857495006591365_st,75512.21230800361
3149563041121077554_sc,247837.9294247574
3149563041121077554_st,78524.34244341351
3150791614190278060_sc,144704.4040439019
3150791614190278060_st,236914.54322621322
315177544481427677_sc,205623.2524000376
315177544481427677_st,74009.80498475237
3151854981132948307_sc,249616.48542224476
3151854981132948307_st,72119.69177235306
3155399339962003981_sc,147932.00001054246
3155399339962003981_st,32052.895141080287
3158344902126417157_sc,63942.68391220771
3158344902126417157_st,78714.68509711308
3165403350450358986_sc,246148.97366152672
3165403350450358986_st,237142.19330298825
3166756655871643852_sc,246148.97366152672
3166756655871643852_st,97405.46890820705
3168869014910151962_sc,245919.1652511343
3168869014910151962_st,45705.433455065744
3171554921304356075_sc,252797.15497782547
3171554921304356075_st,159701.91603722324
317305742445456743_sc,246148.97366152672
317305742445456743_st,237142.19330298825
3175332956154232854_sc,249616.48542224476
3175332956154232854_st,45807.00371727089
3179056308473868402_sc,255841.44414913573
3179056308473868402_st,125465.30196903873
3180366415118796640_sc,254312.57970124585
3180366415118796640_st,93117.27876351049
3181505027806716064_sc,249026.87487713282
3181505027806716064_st,35805.33361621255
3182593296274463132_sc,249265.37171613713
3182593296274463132_st,91533.30217917512
3183723554725460822_sc,221064.2946756085
3183723554725460822_st,239442.15009671904
3191065655756500122_sc,255509.42629199286
3191065655756500122_st,68895.96615683944
3195382756119960123_sc,254881.14014719764
3195382756119960123_st,129290.2617849746
3197749339671388664_sc,255770.69414913573
3197749339671388664_st,87256.37873916494
3198857993573938899_sc,67411.95348666343
3198857993573938899_st,245347.0261676665
3199963500377195436_sc,175272.11217070697
3199963500377195436_st,77010.96360345914
3201470599500193259_sc,252581.2858531438
3201470599500193259_st,32195.06670769213
3203154582724482981_sc,254858.43500546188
3203154582724482981_st,154281.96352306023
3205141471894123572_sc,246148.97366152672
3205141471894123572_st,237142.19330298825
3205314105789971864_sc,222058.87193521945
3205314105789971864_st,82175.81052587857
320643565808973155_sc,234436.21706653506
320643565808973155_st,239442.15009671904
3207161641133205230_sc,250088.04890436347
3207161641133205230_st,69274.48940459044
3207364435361793240_sc,249388.28452938763
3207364435361793240_st,52666.57410263605
3209042848786968922_sc,258434.19747895488
3209042848786968922_st,63658.71025558421
3212714779716119835_sc,254110.05187323157
3212714779716119835_st,239843.80595300134
321959784226548771_sc,245883.59716523386
321959784226548771_st,157613.37500639557
3219785961563797899_sc,253576.2672705556
3219785961563797899_st,123557.74599199773
3220217492937131900_sc,246148.97366152672
3220217492937131900_st,158539.31413702335
3220261180291892538_sc,206245.31108461408
3220261180291892538_st,33980.88308511449
3222022802439300964_sc,246148.97366152672
3222022802439300964_st,237142.19330298825
3223113076876810826_sc,141022.93008820486
3223113076876810826_st,235601.01972743933
3223437333517281181_sc,246148.97366152672
3223437333517281181_st,237142.19330298825
3228344015010333257_sc,249026.87487713282
3228344015010333257_st,23993.22142009969
3233911784861016638_sc,94120.83886693667
3233911784861016638_st,103315.13843882407
3233946486982523460_sc,249616.48542224476
3233946486982523460_st,45638.2939165776
3235628691761781442_sc,134619.22820983722
3235628691761781442_st,78326.87033505867
3237501159316177871_sc,105348.9541989396
3237501159316177871_st,92353.63581730708
3238513504101721058_sc,150206.78224950307
3238513504101721058_st,23580.29086081319
3238934350569588516_sc,79845.93030291137
3238934350569588516_st,238746.84818195488
3240983531057736623_sc,247251.9407246489
3240983531057736623_st,51919.09166361065
3241935346528109483_sc,246148.97366152672
3241935346528109483_st,144470.92048120793
3243891980020549283_sc,243010.13873374066
3243891980020549283_st,95208.51167136495
3244807130677441526_sc,151622.127433108
3244807130677441526_st,84818.73597851723
3250029960152860334_sc,246148.97366152672
3250029960152860334_st,237142.19330298825
3251140061235690499_sc,246148.97366152672
3251140061235690499_st,237142.19330298825
3253792757346482797_sc,246600.66345034377
3253792757346482797_st,93886.7936596577
3255962674577456440_sc,176581.22203638568
3255962674577456440_st,33568.79854082595
3258269714632495175_sc,246148.97366152672
3258269714632495175_st,237142.19330298825
3258655243705308954_sc,120819.94919304493
3258655243705308954_st,38611.97880152861
3259829807236472897_sc,256944.6448265857
3259829807236472897_st,37303.98589539838
3261532200343831240_sc,246600.66345034377
3261532200343831240_st,94593.19319541755
3262020032320755832_sc,249222.23375462994
3262020032320755832_st,84639.01836531077
3264884918412959565_sc,146175.7675050489
3264884918412959565_st,97450.28654535639
3265658735384816669_sc,249317.49391655423
3265658735384816669_st,76342.32335455673
3272302320895632701_sc,246148.97366152672
3272302320895632701_st,105688.5689396158
3273262076591302934_sc,249616.48542224476
3273262076591302934_st,84122.16465071107
3278786267823016623_sc,246148.97366152672
3278786267823016623_st,237142.19330298825
3282147327184686048_sc,247209.6392426582
3282147327184686048_st,19730.077274446445
3282497496392114748_sc,199141.65799365114
3282497496392114748_st,79225.65548990872
3283540166043810779_sc,139761.0099910014
3283540166043810779_st,31637.42060172193
3286699066989118437_sc,249616.48542224476
3286699066989118437_st,75700.42408533102
3286881832018496324_sc,146283.18290804606
3286881832018496324_st,78582.96975921755
3286882883431732636_sc,245883.59716523386
3286882883431732636_st,98874.32104717339
3289513616951991535_sc,252960.77937277
3289513616951991535_st,74669.3022402392
3292295705641471137_sc,246148.97366152672
3292295705641471137_st,141833.4917576472
3293615203750568796_sc,246148.97366152672
3293615203750568796_st,237142.19330298825
3294683469938243206_sc,246044.66791462954
3294683469938243206_st,94724.13130954056
3298734266924568487_sc,246148.97366152672
3298734266924568487_st,237142.19330298825
3301162297355997287_sc,241368.16002296045
3301162297355997287_st,236846.2163389321
3304422871739225775_sc,241404.00869001495
3304422871739225775_st,129187.84575602837
3305144334390477911_sc,246600.66345034377
3305144334390477911_st,76901.77821750894
3307281204623335588_sc,250234.46421416078
3307281204623335588_st,34647.65528906186
3308732471776313936_sc,246148.97366152672
3308732471776313936_st,237142.19330298825
3309023749462671385_sc,148856.5893884006
3309023749462671385_st,47587.2585005776
3310350251214631770_sc,90111.33829918172
3310350251214631770_st,237497.43850073076
3311330124973130129_sc,241474.78497684564
3311330124973130129_st,120648.09308185862
3313512338438480496_sc,229600.59396940083
3313512338438480496_st,87883.9814803708
3313923626031503969_sc,241230.18478404472
3313923626031503969_st,239843.80595300134
3314702920856161849_sc,246148.97366152672
3314702920856161849_st,237142.19330298825
3318668771946723436_sc,252797.15497782547
3318668771946723436_st,236274.11764509353
3319110306240276583_sc,237478.35612528253
3319110306240276583_st,239843.80595300134
3319388280542933094_sc,98668.42548665874
3319388280542933094_st,60569.51703122063
3321601397382502416_sc,249012.4909485614
3321601397382502416_st,87238.5470323893
3323456275492122838_sc,249388.28452938763
3323456275492122838_st,99066.05032978291
3326777805270701329_sc,257477.50481865037
3326777805270701329_st,59172.358516588676
3328386131240223423_sc,202080.84668996275
3328386131240223423_st,100909.55935348377
3330508058871248188_sc,257023.6671480143
3330508058871248188_st,44211.66327793503
3330702673312915786_sc,176144.56075753763
3330702673312915786_st,59200.128709018274
3334638357412919781_sc,142681.53876674312
3334638357412919781_st,82662.69341536071
3334793051902837392_sc,195307.94125468013
3334793051902837392_st,94623.60201649183
3335565990016674125_sc,249678.90356880907
3335565990016674125_st,43847.50767685749
3336700232142561148_sc,249616.48542224476
3336700232142561148_st,96274.91657708061
3339062821873653335_sc,152151.1458043114
3339062821873653335_st,74554.39936902944
3340872342738373529_sc,251548.11918810414
3340872342738373529_st,92399.80288407966
3347212239294716191_sc,248860.82410237516
3347212239294716191_st,21538.037473992637
3351686308787436953_sc,246148.97366152672
3351686308787436953_st,154785.85087286305
335199347257740754_sc,249616.48542224476
335199347257740754_st,61332.56998841567
3352380177873404114_sc,142197.38272466735
3352380177873404114_st,94339.61137367706
3352644197912933292_sc,84448.45445211293
3352644197912933292_st,72809.926266601
3354634950334424839_sc,109522.63504800948
3354634950334424839_st,87717.29386243441
3354909106837064610_sc,243010.13873374066
3354909106837064610_st,95208.51167136495
3355042657366518905_sc,247324.18834980106
3355042657366518905_st,64259.74468976911
3356017854843251517_sc,84336.02179264875
3356017854843251517_st,42719.81617702573
336042738814610562_sc,255641.01967918375
336042738814610562_st,240387.16243224536
336131317537691415_sc,249388.28452938763
336131317537691415_st,40360.4658539827
3364799483668759441_sc,246479.3170368486
3364799483668759441_st,34365.550363119764
3364877530778490708_sc,249345.98304739693
3364877530778490708_st,43439.10336991584
336603579893007540_sc,248723.70761792178
336603579893007540_st,31765.979921537502
3368442780467753865_sc,252797.15497782547
3368442780467753865_st,239486.5230727251
3374427678361989318_sc,252733.900114783
3374427678361989318_st,39384.65050756457
3375495205907218182_sc,143370.8607371933
3375495205907218182_st,46873.6438362426
3377569381150850373_sc,28205.27189866313
3377569381150850373_st,81157.33774337405
3381530246149586964_sc,246600.66345034377
3381530246149586964_st,72138.50219015719
3385344780743307663_sc,249388.28452938763
3385344780743307663_st,83618.33144709482
3388038315721593911_sc,109211.0457622952
3388038315721593911_st,81761.66107044781
3390248800511599324_sc,145389.08409831885
3390248800511599324_st,158719.11676860228
3390590433569404789_sc,249616.48542224476
3390590433569404789_st,97347.74438297912
3390973627983413504_sc,148091.8148711421
3390973627983413504_st,71944.46409730584
339323392712846874_sc,114790.03598811459
339323392712846874_st,28321.545648995234
